iter	RMSE
1621	0.5147973861
1622	0.5144583793
1623	0.5126916328
1624	0.5121286816
1625	0.5115690453
1626	0.5112333898
1627	0.5101105208
1628	0.5091353971
1629	0.5087429213
1630	0.5081690628
1631	0.5076169068
1632	0.5065017103
1633	0.5055224594
1634	0.5051905612
1635	0.5048029171
1636	0.5030866376
1637	0.5019881765
1638	0.5016037922
1639	0.5006519573
1640	0.5002700351
1641	0.4991829288
1642	0.4985635571
1643	0.4969687648
1644	0.4958924673
1645	0.4945252412
1646	0.4941986238
1647	0.4938734774
1648	0.4932596442
1649	0.4923300553
1650	0.4912681367
1651	0.4909455835
1652	0.4906244825
1653	0.4903048259
1654	0.4897929221
1655	0.4891874905
1656	0.487818309
1657	0.4864814939
1658	0.4860296162
1659	0.4854300746
1660	0.4837916255
1661	0.4831946503
1662	0.4828784712
1663	0.4819608463
1664	0.481369683
1665	0.4810561732
1666	0.4799124262
1667	0.4796008366
1668	0.4782796583
1669	0.4776963896
1670	0.4773875311
1671	0.4768845943
1672	0.4765249353
1673	0.4757068338
1674	0.4751301307
1675	0.4735313866
1676	0.4730347411
1677	0.4725416205
1678	0.4719666993
1679	0.4714767347
1680	0.4711222709
1681	0.4703215347
1682	0.4699693434
1683	0.4694032177
1684	0.4689160485
1685	0.4680396894
1686	0.467550059
1687	0.4659896342
1688	0.4655196478
1689	0.4651729963
1690	0.4643848566
1691	0.4638283535
1692	0.4633480129
1693	0.4630047682
1694	0.4625275973
1695	0.4620632416
1696	0.4615122929
1697	0.4607387071
1698	0.4603990767
1699	0.4600612724
1700	0.4585384269
1701	0.4581684693
1702	0.4576963838
1703	0.4573285232
1704	0.4569601785
1705	0.4566243389
1706	0.4561549764
1707	0.4557886463
1708	0.4554544787
1709	0.4550906233
1710	0.454758357
1711	0.4537802828
1712	0.4532454094
1713	0.4525853669
1714	0.4510964411
1715	0.4501300919
1716	0.4498031376
1717	0.4485921126
1718	0.4480652514
1719	0.4477420855
1720	0.4473311538
1721	0.4467868687
1722	0.4462646741
1723	0.4458039349
1724	0.4452849102
1725	0.444218922
1726	0.4436811541
1727	0.4430413523
1728	0.4420985427
1729	0.4411808902
1730	0.440827072
1731	0.4405091537
1732	0.439789243
1733	0.4393858883
1734	0.4390695976
1735	0.4382637211
1736	0.4379493088
1737	0.4375486479
1738	0.4372355523
1739	0.4367109585
1740	0.4362065217
1741	0.4347827729
1742	0.4344343299
1743	0.4335161282
1744	0.4332068584
1745	0.4325844224
1746	0.431449357
1747	0.4309531869
1748	0.4305589681
1749	0.4302532563
1750	0.4298615188
1751	0.429350964
1752	0.4288587016
1753	0.4284150034
1754	0.427807024
1755	0.4267992934
1756	0.4259039332
1757	0.4254158785
1758	0.424551709
1759	0.4242128581
1760	0.423533591
1761	0.4232333344
1762	0.4228487947
1763	0.422512846
1764	0.4220155591
1765	0.4217163432
1766	0.4208371611
1767	0.4201693278
1768	0.4198726107
1769	0.4194913192
1770	0.4191958461
1771	0.4186054003
1772	0.4182261604
1773	0.417895259
1774	0.4171432892
1775	0.4168495318
1776	0.4164733399
1777	0.4161808111
1778	0.4156954973
1779	0.4152259834
1780	0.4138788876
1781	0.413021124
1782	0.4125542787
1783	0.4115058623
1784	0.4112187587
1785	0.4109331791
1786	0.4105628986
1787	0.4099892809
1788	0.4096213206
1789	0.4091481149
1790	0.4086894188
1791	0.4077424516
1792	0.4069038037
1793	0.4062699798
1794	0.4058164161
1795	0.405496138
1796	0.4051321059
1797	0.4045718871
1798	0.4042910952
1799	0.4033675298
1800	0.4027460056
1801	0.4019232635
1802	0.4014769415
1803	0.4011163995
1804	0.4008008376
1805	0.4003443573
1806	0.400067054
1807	0.3997912279
1808	0.399338933
1809	0.3985278456
1810	0.3978382617
1811	0.3973977843
1812	0.3971246649
1813	0.3964424376
1814	0.3961313263
1815	0.3956949214
1816	0.3948948174
1817	0.3942212236
1818	0.39395053
1819	0.3933488307
1820	0.3930798144
1821	0.3924140154
1822	0.3921063003
1823	0.391838265
1824	0.3910495916
1825	0.390621525
1826	0.389963707
1827	0.3896585444
1828	0.3889763281
1829	0.3887113152
1830	0.3882882504
1831	0.3876385485
1832	0.3873757592
1833	0.386938119
1834	0.3865185523
1835	0.3858762339
1836	0.3851034159
1837	0.3848432376
1838	0.3842093961
1839	0.3837929446
1840	0.3834927665
1841	0.3827290373
1842	0.3821491465
1843	0.3818919779
1844	0.3809298812
1845	0.3805397216
1846	0.3802842017
1847	0.3799332632
1848	0.3796788606
1849	0.3789263093
1850	0.3785785729
1851	0.378171921
1852	0.3773233279
1853	0.376385746
1854	0.375644871
1855	0.3752677667
1856	0.374865372
1857	0.3743351232
1858	0.3740861205
1859	0.3737434711
1860	0.373345148
1861	0.372658599
